target,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
17,wacoal,womens solid hipster briefs - black,"Size:Large,Medium,Small,X-Large",-189732,895,Nan,Lingerie&Nightwear-Women
18,enamor,low waist panty - silver grey,"Size:XL,Large,Medium,Small",-189740,449,Nan,Lingerie&Nightwear-Women
19,triumph,non-wired fixed strap padded womens every day bra - black,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D,38-C",-189748,2499,Nan,Lingerie&Nightwear-Women
20,triumph,womens high waist shapewear shorts - brown,"Size:Large,Medium,Small,X-Large,XX-Large",-189756,2599,Nan,Lingerie&Nightwear-Women
21,soie,womens v neck printed long top - natural,"Size:Large,Medium,Small,X-Large",-189765,862,25% off,Lingerie&Nightwear-Women
22,Nan,Nan,Nan,-189773,Nan,Nan,Lingerie&Nightwear-Women
23,reebok,solid polyester slim fit womens sports bra - grey,"Size:Large,Medium,Small,X-Large,X-Small",-189781,1399,50% off,Lingerie&Nightwear-Women
24,amante,womens foliage and floral printed bikini briefs pack of 3 - mixed brights,Size:Small,-189790,595,Nan,Lingerie&Nightwear-Women
25,triumph,wired fixed strap padded womens t-shirt bra - orange,"Size:32-B,32-D,34-B,34-C,34-D,34-E,36-C,36-D,36-E,38-C,38-D,38-E",-189798,1999,Nan,Lingerie&Nightwear-Women
0,mystere paris,rayon regular fit womens night wear pyjamas - blue,"Size:Large,Medium,Small,X-Large,XX-Large",-189806,539,40% off,Lingerie&Nightwear-Women
1,sweet dreams,printed satin regular fit womens night dress - cream,Size:Medium,-189814,1709,10% off,Lingerie&Nightwear-Women
2,sweet dreams,printed cotton round neck womens night dress - peach,"Size:Large,Medium,Small,X-Large",-189823,1014,30% off,Lingerie&Nightwear-Women
3,triumph,non wired fixed straps non padded womens every day bra - bordeaux,Size:34-C,-189831,849,50% off,Lingerie&Nightwear-Women
4,enamor,cotton blend womens active wear t-shirt - salmon,"Size:XL,Large,Medium,Small",-189839,899,Nan,Lingerie&Nightwear-Women
5,myshka,printed polyester v neck womens kaftan - multi,",Medium,Small,X-Large,XX-Large",-189847,874,75% off,Lingerie&Nightwear-Women
6,enamor,cotton blend activewear womens track pants - charcoal,"Size:XL,Large,Medium,Small",-189856,849,Nan,Lingerie&Nightwear-Women
7,enamor,womens printed leggings - mixed pastels,"Size:XL,Medium,Small",-189864,1049,30% off,Lingerie&Nightwear-Women
8,soie,womens solid non wired padded push up bra - black,"Size:30-B,32-C,32-D,34-B,38-B,40-B",-189872,693,25% off,Lingerie&Nightwear-Women
9,sloggi,non wired fixed strap heavily padded womens every day bra - purple,Nan,-189880,1999,Nan,Lingerie&Nightwear-Women
10,enamor,cotton blend womens active wear t-shirt - teal,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-189889,468,30% off,Lingerie&Nightwear-Women
11,soie,printed cotton blend womens sleep shirt - mixed brights,"Size:Large,Medium,Small,X-Large,XX-Large",-189897,780,25% off,Lingerie&Nightwear-Women
12,kaftan company,embroidered v-neck cotton womens night dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-189905,2499,Nan,Lingerie&Nightwear-Women
13,enamor,womens round neck printed asymmetrical top - mystique vintage,Size:Small,-189914,524,30% off,Lingerie&Nightwear-Women
14,grove ons paris beauty,womens plus size cotton lycra full coverage everyday bra - black,"Size:32-B,32-C,32-D,34-B,34-C,34-D,36-B,36-C,36-D",-189922,690,Nan,Lingerie&Nightwear-Women
15,jockey,polyester spandex womens activewear track pants - weft_blue,Size:Error Size,-189930,1129,Nan,Lingerie&Nightwear-Women
16,triumph,non wired multiway strap non padded womens beginner bra - white,Size:Large,-189938,449,50% off,Lingerie&Nightwear-Women
17,kaftan company,printed v-neck cotton womens night dress - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",-189947,1999,Nan,Lingerie&Nightwear-Women
18,sweet dreams,printed cotton blend round neck womens top capri set - blue,Size:Small,-189955,1049,30% off,Lingerie&Nightwear-Women
19,jockey,women cotton bikini brief(assorted pack of 2) - mixed neutrals,"Size:Large,Medium,Small,X-Large,XX-Large",-189963,418,Nan,Lingerie&Nightwear-Women
20,allen solly,cotton regular fit womens activewear t-shirt - green,"Size:Large,Medium,Small,X-Large",-189971,799,Nan,Lingerie&Nightwear-Women
21,triumph,polyester blend high rise womens regular briefs - blue,Size:Small,-189980,599,Nan,Lingerie&Nightwear-Women
22,Nan,Nan,Nan,-189988,Nan,Nan,Lingerie&Nightwear-Women
23,enamor,womens non padded non wired full coverage every day bra - off white,"Size:32-DD,34-DD,36-DD,38-DD,40-B,40-C,40-D,42-B,42-C",-189996,299,50% off,Lingerie&Nightwear-Women
24,amante,modal regular fit womens casual camisole - natural,Size:Small,-190005,395,Nan,Lingerie&Nightwear-Women
25,triumph,fixed straps womens every day bra - pink,"Size:Large,Medium,Small,X-Large",-190013,359,40% off,Lingerie&Nightwear-Women
0,enamor,cotton womens tunic t-shirt - baby pink,Size:Medium,-190021,419,30% off,Lingerie&Nightwear-Women
1,parfait,wired regular straps padded womens every day bra - natural,"Size:30-D,30-DD,32-D,32-DD,34-D,34-F,34-FF,34-G,36-D,36-E,36-F,36-FF,36-G,38-D,38-DD,38-E,38-F,38-FF,38-G,40-D,40-DD,40-E,40-F,40-FF,40-G,42-DD,42-E,42-F,42-FF,42-G,44-DD,44-E,44-F,44-FF,F Z",-190029,2069,10% off,Lingerie&Nightwear-Women
2,adidas,stripes polyester fitted womens sports bra - purple,"Size:Large,Medium,Small,X-Large",-190038,2519,30% off,Lingerie&Nightwear-Women
3,triumph,cotton high rise womens hipster briefs - rust,"Size:Large,Medium,Small,X-Large",-190046,799,Nan,Lingerie&Nightwear-Women
4,soie,womens printed padded t-shirt bra - multi,Size:40-B,-190054,494,35% off,Lingerie&Nightwear-Women
5,erotissch,black & gold printed non-wired bra - black_satin,Size:Small,-190062,809,55% off,Lingerie&Nightwear-Women
6,sloggi,polyester blend womens intimate wear panties - brown,"Size:Large,Medium,Small",-190071,999,Nan,Lingerie&Nightwear-Women
7,kaftan company,printed v-neck cotton womens regular fit night dress - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-190079,2499,Nan,Lingerie&Nightwear-Women
8,soie,womens v-neck embroidered night dress - aqua,"Size:Large,Medium,Small,X-Large",-190087,1350,25% off,Lingerie&Nightwear-Women
9,amante,womens solid padded non wired t-shirt bra - light blue,"Size:Large,X-Large",-190096,647,50% off,Lingerie&Nightwear-Women
10,mystere paris,polka dots cotton round neck womens night suit - green,"Size:Large,Medium,Small,X-Large,XX-Large",-190104,719,40% off,Lingerie&Nightwear-Women
11,enamor,cotton activewear womens track pants - dark streak,"Size:XL,Large,Medium,Small",-190112,1399,Nan,Lingerie&Nightwear-Women
12,enamor,non wired strapless non padded womens every day bra - salmon,"Size:XL,Large,Medium,Small",-190120,1249,Nan,Lingerie&Nightwear-Women
13,sloggi,non wired fixed strap heavily padded womens every day bra - black,"Size:Large,Medium,Small,X-Small",-190129,2699,Nan,Lingerie&Nightwear-Women
14,amante,non wired fixed straps non padded womens every day bra - natural,"Size:34-B,34-C,36-B,36-C,38-B",-190137,537,40% off,Lingerie&Nightwear-Women
15,jockey,womens spaghetti neck solid camisole - natural,Size:XX-Large,-190145,349,Nan,Lingerie&Nightwear-Women
16,enamor,cotton womens t-shirt - cool ice,"Size:XL,Large,Medium,Small,XX-Large",-190153,549,Nan,Lingerie&Nightwear-Women
17,enamor,womens printed non wired non padded sports bra - black,"Size:34-B,34-C,40-C,40-D",-190162,575,50% off,Lingerie&Nightwear-Women
18,parfait,non wired fixed straps non padded womens bralette - black,"Size:32-D,32-DD,32-E,34-D,34-DD,34-E,36-D,36-DD,36-E,38-D,38-DD,38-E",-190170,1979,10% off,Lingerie&Nightwear-Women
19,triumph,non wired fixed strap non padded womens beginner bra - black,"Size:34-C,34-D,34-E,36-C,36-D,36-E,38-C,38-D,38-E,40-C,40-D",-190178,1499,Nan,Lingerie&Nightwear-Women
20,enamor,low waist co-ordinate lace panty - chalk pink,"Size:Large,Medium,Small,X-Large,XX-Large",-190187,499,Nan,Lingerie&Nightwear-Women
21,grove ons paris beauty,womens full coverage padded womens full coverage everyday bra - elephant,"Size:30-B,32-B,34-B",-190195,543,Nan,Lingerie&Nightwear-Women
22,Nan,Nan,Nan,-190203,Nan,Nan,Lingerie&Nightwear-Women
23,sweet dreams,printed cotton blend collar neck womens sleepwear set - green,"Size:Large,Medium,Small,X-Large,XX-Large",-190211,1259,30% off,Lingerie&Nightwear-Women
24,amante,womens solid bikini briefs - black,"Size:Large,Medium,Small",-190220,299,45% off,Lingerie&Nightwear-Women
25,reebok,solid polyamide slim fit womens sports bra - black,"Size:Large,Medium,X-Large,X-Small",-190228,1499,50% off,Lingerie&Nightwear-Women
0,van heusen,polyester regular fit womens active wear t-shirt - shell,"Size:Large,Medium,Small,X-Large",-190236,959,Nan,Lingerie&Nightwear-Women
1,kaftan company,printed viscose boat neck womens night dress - white,"Size:Large,Small,X-Large,XX-Large,XXX-Large",-190244,3299,Nan,Lingerie&Nightwear-Women
2,soie,printed viscose blend womens sleepwear set - mullet,"Size:Large,Medium,Small,X-Large,XX-Large",-190253,1890,Nan,Lingerie&Nightwear-Women
3,wacoal,womens solid hipster briefs - black,"Size:Medium,Small,X-Large",-190261,895,Nan,Lingerie&Nightwear-Women
4,triumph,womens comfort touch p lightly padded non wired bra - black,"Size:34-D,36-C",-190269,949,50% off,Lingerie&Nightwear-Women
5,soie,rayon regular fit womens night wear pyajamas - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-190277,666,10% off,Lingerie&Nightwear-Women
6,wacoal,wired fixed strap non padded womens every day bra - black,"Size:32-C,32-D,32-DD,34-C,34-D,34-DD,34-E,36-C,36-D,36-DD,38-C,38-D,38-DD",-190286,3699,Nan,Lingerie&Nightwear-Women
7,soie,womens round neck striped night dress - multi,Size:Medium,-190294,710,50% off,Lingerie&Nightwear-Women
8,sweet dreams,printed cotton blend round neck womens nighty - peach,Size:XX-Large,-190302,748,30% off,Lingerie&Nightwear-Women
9,wacoal,womens solid hipster briefs - pink,Size:Small,-190311,495,Nan,Lingerie&Nightwear-Women
10,soie,womens padded non wired solid full coverage bra - wine,"Size:32-C,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D",-190319,513,5% off,Lingerie&Nightwear-Women
11,enamor,non-wired strapless non padded womens every day bra - grey melange,"Size:Medium,Small,X-Small,XX-Small",-190327,699,Nan,Lingerie&Nightwear-Women
12,van heusen,polyester regular fit womens active wear top - light mauve,"Size:Large,Medium,Small,X-Large",-190335,799,Nan,Lingerie&Nightwear-Women
13,enamor,cotton blend round neck womens active wear t-shirt - broken blue,"Size:XL,Large,Medium,Small",-190344,579,Nan,Lingerie&Nightwear-Women
14,jockey,non-wired multiway straps lightly padded womens every day bra - old rose,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B",-190352,1049,Nan,Lingerie&Nightwear-Women
15,mystere paris,womens winter heart striped pyjama set - multi,Size:XX-Large,-190360,959,40% off,Lingerie&Nightwear-Women
16,enamor,full support lace bra - high coverage non-padded wired - feather grey,"Size:34-Z,36-Z,38-Z,40-C,40-D,40-Z,42-B,42-C,42-D,42-Z",-190368,869,40% off,Lingerie&Nightwear-Women
17,erotissch,polyester blend womens swim set - silver cloud,"Size:Large,Medium,Small,X-Large",-190377,652,55% off,Lingerie&Nightwear-Women
18,kaftan company,printed v-neck cotton womens night dress - yellow,"Size:Large,Medium,X-Large,XX-Large",-190385,2299,Nan,Lingerie&Nightwear-Women
19,wacoal,nylon mid rise womens regular briefs - peach,"Size:Large,Medium",-190393,895,Nan,Lingerie&Nightwear-Women
20,kaftan company,womens yellow and peach printed maxi length kaftan - yellow,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-190402,2999,Nan,Lingerie&Nightwear-Women
21,soie,soft cotton regular fit womens sleep t-shirt - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",-190410,442,25% off,Lingerie&Nightwear-Women
22,Nan,Nan,Nan,-190418,Nan,Nan,Lingerie&Nightwear-Women
23,enamor,cotton blend womens active wear t-shirt - vintage indigo,"Size:XL,Large,Medium,Small",-190426,999,Nan,Lingerie&Nightwear-Women
24,triumph,non-wired fixed strap non padded womens minimiser bra - purple,"Size:1,3,2-3Y",-190435,3199,Nan,Lingerie&Nightwear-Women
25,amante,womens solid bikini briefs - butter,"Size:Large,X-Large",-190443,272,50% off,Lingerie&Nightwear-Women
0,sweet dreams,printed cotton blend round neck womens sleepwear set - navy,"Size:Large,Medium,Small,X-Large,XX-Large",-190451,1259,30% off,Lingerie&Nightwear-Women
1,soie,womens padded non wired solid full coverage bra - navy,"Size:32-C,34-C,34-D,36-B,36-C,36-D,38-B,38-C,38-D",-190459,513,5% off,Lingerie&Nightwear-Women
2,sweet dreams,printed rayon regular fit womens shorts - pink,"Size:Large,Medium,Small,X-Large",-190468,531,30% off,Lingerie&Nightwear-Women
3,amante,womens floral print padded wired t-shirt bra - aqua,Size:36-B,-190476,558,60% off,Lingerie&Nightwear-Women
4,enamor,womens solid bikini briefs - red mix,"Size:XL,Large,Medium,Small",-190484,599,Nan,Lingerie&Nightwear-Women
5,kaftan company,embroidered v-neck cotton womens night dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-190493,2499,Nan,Lingerie&Nightwear-Women
6,amante,non wired removable straps non padded womens every day bra - feather grey,"Size:32-B,32-C,32-D,34-B,34-C,36-B,36-C,36-D,38-B,38-C,38-D,40-C,40-D",-190501,417,40% off,Lingerie&Nightwear-Women
7,wacoal,womens solid hipster briefs - chalk pink,Size:Small,-190509,495,Nan,Lingerie&Nightwear-Women
8,mystere paris,polka dots cotton regular fit womens pyjamas - yellow,"Size:Small,X-Large,XX-Large",-190517,599,40% off,Lingerie&Nightwear-Women
9,wacoal,wired fixed straps lightly padded womens every day bra - natural,"Size:34-B,34-C,34-D,34-DD,36-B,36-C,36-D,38-B,38-C",-190526,3299,Nan,Lingerie&Nightwear-Women
10,faballey,full sleeves casual wear womens sleepwear set - white,"Size:Medium,Small,X-Small",-190534,1475,50% off,Lingerie&Nightwear-Women
11,erotissch,polyester blend womens sleepwear set - silver cloud,"Size:Large,Medium,Small,X-Large",-190542,584,55% off,Lingerie&Nightwear-Women
12,sweet dreams,solid looper stretch regular fit womens capri - grey,Size:X-Large,-190550,755,10% off,Lingerie&Nightwear-Women
13,soie,wired fixed straps non padded womens t-shirt bra - pink mix,"Size:32-B,32-C,34-B,36-B,38-B,40-B",-190559,931,5% off,Lingerie&Nightwear-Women
14,parfait,wired fixed straps non padded womens every day bra - maroon,"Size:32-D,32-DD,32-E,32-F,34-D,34-DD,34-E,34-F,36-D,36-DD,36-E,38-D,38-DD,38-E,38-F,40-D,40-DD,40-E,40-F",-190567,2069,10% off,Lingerie&Nightwear-Women
15,jockey,women cotton hipster brief(pack of 3) - mixed neutrals,"Size:Large,Medium,Small,X-Large,XX-Large",-190575,498,Nan,Lingerie&Nightwear-Women
16,erotissch,cotton mid rise womens sleepwear set - olive,"Size:Large,Medium,Small,X-Large",-190584,584,55% off,Lingerie&Nightwear-Women
17,erotissch,printed rayon regular womens sleepwear set - beach,"Size:Medium,Small,X-Large,XX-Large",-190592,1721,35% off,Lingerie&Nightwear-Women
18,erotissch,nylon low rise womens thongs - mixed brights,Size:Large,-190600,719,55% off,Lingerie&Nightwear-Women
19,van heusen,non wired racerback straps lightly padded womens every day bra - wine,"Size:Large,Medium,Small,X-Large",-190608,729,Nan,Lingerie&Nightwear-Women
20,adidas,printed polyester regular fit womens sports bra - black,"Size:Small,X-Large,X-Small",-190617,1749,30% off,Lingerie&Nightwear-Women
21,clovia,womens cotton rich non-padded non-wired bra with lace - natural,"Size:32-B,32-C,34-B,34-C",-190625,239,60% off,Lingerie&Nightwear-Women
22,Nan,Nan,Nan,-190633,Nan,Nan,Lingerie&Nightwear-Women
23,clovia,womens cotton mid waist hipster panty with lace insert - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-190641,299,40% off,Lingerie&Nightwear-Women
24,clovia,womens cotton rich non-padded non-wired bra - green,"Size:32-B,32-C",-190650,239,60% off,Lingerie&Nightwear-Women
25,clovia,womens cotton rich non-padded non-wired striped bra - orange,"Size:32-B,32-C",-190658,239,60% off,Lingerie&Nightwear-Women
0,clovia,womens non-padded non-wired bra - blue,"Size:32-B,32-C",-190666,239,60% off,Lingerie&Nightwear-Women
1,clovia,womens cotton non-padded non-wired printed full cup bra - white,"Size:32-B,32-C,32-D,34-B,34-C",-190674,239,60% off,Lingerie&Nightwear-Women
2,soie,womens v neck solid top and pants set - plum,"Size:Large,Medium,Small",-190683,1070,50% off,Lingerie&Nightwear-Women
3,enamor,womens printed hipster briefs - cherry,"Size:XL,Large,Medium,XX-Large",-190691,449,Nan,Lingerie&Nightwear-Women
4,soie,womens round neck solid top and pyjamas set - black,Size:X-Large,-190699,1537,25% off,Lingerie&Nightwear-Women
5,soie,womens lace hipster briefs - chocolate,"Size:Large,Medium,Small",-190708,270,50% off,Lingerie&Nightwear-Women
6,van heusen,wired halter strap lightly padded womens every day bra - silver grey,"Size:32-C,34-B,34-C,36-B,36-C,38-B,38-C",-190716,1299,Nan,Lingerie&Nightwear-Women
7,enamor,low waist cotton panty - harvest,"Size:XL,Large,Medium,Small",-190724,509,Nan,Lingerie&Nightwear-Women
8,enamor,low impact cotton sports bra - non-padded wirefree - white,"Size:Large,Medium,X-Small",-190732,675,Nan,Lingerie&Nightwear-Women
9,soie,womens round neck solid top and shorts set - wine,"Size:Large,Medium,Small",-190741,520,50% off,Lingerie&Nightwear-Women
10,enamor,full support lace bra - high coverage non-padded wirefree - black,"Size:34-Z,36-Z,38-Z",-190749,1449,Nan,Lingerie&Nightwear-Women
11,enamor,womens solid hipster briefs - baby pink,Size:Small,-190757,279,30% off,Lingerie&Nightwear-Women
12,enamor,full support cotton bra - x-frame high coverage non-padded wirefree - dusty peach,"Size:34-Z,36-Z,38-Z,40-C,40-D,40-Z,42-C",-190765,879,Nan,Lingerie&Nightwear-Women
13,clovia,womens full coverage - maroon,"Size:32-B,32-C,34-B,34-C,36-B,36-C,38-B,38-C,40-B",-190774,359,40% off,Lingerie&Nightwear-Women
14,van heusen,cotton womens high coverage camisole - natural,Size:X-Large,-190782,319,Nan,Lingerie&Nightwear-Women
15,parfait,solid nylon womens camisole - green,"Size:32-D,32-DD,32-E,32-F,32-FF,34-DD,34-E,34-F,36-D,36-DD,36-E,36-F,36-FF,38-DD,38-E,38-F,38-FF,40-DD,40-E,40-F",-190790,2399,20% off,Lingerie&Nightwear-Women
16,grove ons paris beauty,womens full coverage padded womens full coverage everyday bra - grey,"Size:30-B,32-B,34-B",-190799,543,Nan,Lingerie&Nightwear-Women
17,triumph,polyester shape and support lace tai womens briefs - terracotta,"Size:Medium,Small,X-Large",-190807,399,50% off,Lingerie&Nightwear-Women
18,parfait,wired regular straps padded womens every day bra - natural,"Size:36-F,36-FF,36-G,36-H,38-F,38-FF,38-G,38-H,40-F,40-FF,40-G,40-H,42-E,42-F,42-FF,42-G,44-E,FREE SIZE 17",-190815,2069,10% off,Lingerie&Nightwear-Women
